id,name,name1,address1
1243098736410755072,深圳市新星轻合金材料股份有限公司,,
1243098900445790208,旭硝子新型电子显示玻璃（深圳）有限公司,,
1243099516572270592,深圳永盛人防工程有限公司,,
1243100544789118976,深圳市佳彩包装材料有限公司,,
1243100767036899328,深圳市美佳爱科技有限公司,,
1243100849584996352,筱原精机(深圳)有限公司,,
1243101029738741760,广州捷世通物流股份有限公司深圳分公司,,
1243101072042491904,深圳市新恒基新材料有限公司,,
1243101486422949888,普联技术有限公司,,
1243102867590479872,深圳市翔宇诚科技有限公司,,
1243103346898763776,深圳市天道食品饮料有限公司,,
1243104525674348544,深圳市荣康电子有限公司,,
1243104756902133760,深圳市盛唐胶粘制品有限公司,,
1243104858186186752,深圳市康泰电气设备有限公司,,
1243104929770373120,深圳市完美显示有限公司,,
1243105094224838656,深圳鸿瑞建筑劳务有限公司,,
1243105135660367872,联合微创医疗器械（深圳）有限公司,,
1243105225418473472,深圳市冠辰达文化用品有限公司,,
1243105472911769600,嘉宾彩印（深圳）有限公司,,
1243105519636316160,深圳市正威科技有限公司,,
1243105913326272512,深圳勤本电子有限公司,,
1243105925640749056,深圳市丽尔科实业有限公司,,
1243106327853531136,深圳市富力达工业有限公司,,
1243106573920763904,摩比科技（深圳）有限公司,,
1243106663343325184,深圳市诚威新材料有限公司,,
1243107170971549696,深圳市智兴智造科技有限公司,,
1243107452518400000,深圳市合利富新材料科技有限公司,,
1243108399193784320,深圳市留洋机电科技有限公司,,
1243108415438323712,深圳市荣越科技有限公司,,
1243108534338453504,深圳市鑫合精密科技有限公司,,
1243108566353575936,深圳市宸泰五金制品有限公司,,
1243108794393690112,深圳市合利富新材料科技有限,,
1243108845086048256,深圳市创达美电子材料有限公司,,
1243109200674947072,深圳市精豪五金压铸有限公司,,
1243109480741208064,宇协五金（深圳）有限公司,,
1243110294671065088,深圳市顺博绝缘材料制造有限公司,,
1243110311225982976,深圳市福瑞达显示技术有限公司,,
1243111941975572480,深圳市盛格纳电子有限公司,,
1243112025874235392,捷鹏塑胶（深圳）有限公司,,
1243112536459444224,深圳市运泰利自动化设备有限公司,,
1243112772993024000,天伟装配时计（深圳）有限公司,,
1243113420794888192,深圳市铭诚伟业科技有限公司,,
1243113691201667072,深圳市同创铜业有限公司,,
1243113827046785024,同创铜业有限公司,,
1243113912975491072,深圳市华利阳电子有限公司,,
1243115104514342912,深圳市宏贯光电科技有限公司,,
1243115491325640704,普尼克电子（深圳）有限公司,,
1243115710268309504,深圳市海科模具科技有限公司,,
1243115872235552768,广东省深圳市宝瑞明科技有限公司,,
1243115915126505472,深圳市科陆电子科技股份有限公司,,
1243116175487926272,深圳市鸿安华科技有限公司,,
1243116224720666624,深圳乘方电机有限公司,,
1243116282585284608,宝利时计深圳有限公司,,
1243117253772181504,深圳禾苗通信科技有限公司光明分公司,,
1243117454545125376,深圳市柏信达电子科技有限公司,,
1243117954774597632,中泰制衣（深圳）有限公司,,
1243118023926087680,宝利时计表业（深圳）有限公司,,
1243118681832030208,宝利时计表业深圳有限公司,,
1243119141494194176,星联钢网(深圳)有限公司,,
1243119657645244416,深圳市鑫恒友机械有限公司,,
1243119981030277120,宝利时计（深圳）有限公司,,
1243120323679748096,深圳市晶锐光电有限公司,,
1243121190373949440,深圳市广德盛科技有限公司,,
1243121886498390016,深圳市理泽欣科技有限公司,,
1243122376099495936,深圳市盛和新电子有限公司（联益润）,,
1243122826597105664,深圳宝峰印刷有限公司,,
1243123347466747904,深圳市运泰利自动化设备有限公司,,
1243123512583913472,宝利时计（深圳）有限公司,,
1243123933805281280,塘尾社区,,
1243125372262809600,同创铜业有限公司,,
1243125402528907264,玉律社区,,
1243125623459676160,深圳市创仁科技有限公司,,
1243126905356419072,深圳市电连旭发技术有限公司,,
